Set,#,Name,Rarity,Price
G2,50,Koga’s Weezing,Uncommon,1.02
G2,51,Lt. Surge’s Eevee,Uncommon,4.33
G2,52,Lt. Surge’s Electrode,Uncommon,1.89
G2,53,Lt. Surge’s Raticate,Uncommon,1.21
G2,54,Misty’s Dewgong,Uncommon,2.89
G2,55,Sabrina’s Haunter,Uncommon,3.23
G2,56,Sabrina’s Hypno,Uncommon,2.09
G2,57,Sabrina’s Jynx,Uncommon,1.6
G2,58,Sabrina’s Kadabra,Uncommon,2
G2,59,Sabrina’s Mr. Mime,Uncommon,2.04
G2,60,Blaine’s Charmander,Common,1.55
G2,61,Blaine’s Doduo,Common,0.54
G2,62,Blaine’s Growlithe,Common,0.9
G2,63,Blaine’s Mankey,Common,0.56
G2,64,Blaine’s Ponyta,Common,0.52
G2,65,Blaine’s Rhyhorn,Common,0.88
G2,66,Blaine’s Vulpix,Common,0.72
G2,67,Brock’s Diglett,Common,0.61
G2,68,Brock’s Geodude,Common,0.56
G2,69,Erika’s Jigglypuff,Common,1.07
G2,70,Erika’s Oddish,Common,0.73
G2,71,Erika’s Paras,Common,0.62
G2,72,Giovanni’s Machop,Common,0.55
G2,73,Giovanni’s Magikarp,Common,1.21
G2,74,Giovanni’s Meowth,Common,0.71
G2,75,Giovanni’s Nidoran Female,Common,0.51
G2,76,Giovanni’s Nidoran Male,Common,0.81
G2,77,Koga’s Ekans,Common,0.49
G2,78,Koga’s Grimer,Common,0.51
G2,79,Koga’s Koffing,Common,0.6
G2,80,Koga’s Pidgey,Common,0.73
G2,81,Koga’s Tangela,Common,0.67
G2,82,Koga’s Weedle,Common,0.66
G2,83,Koga’s Zubat,Common,1.42
G2,84,Lt. Surge’s Pikachu,Common,3.41
G2,85,Lt. Surge’s Rattata,Common,0.5
G2,86,Lt. Surge’s Voltorb,Common,0.55
G2,87,Misty’s Horsea,Common,1.12
G2,88,Misty’s Magikarp,Common,1.09
G2,89,Misty’s Poliwag,Common,0.82
G2,90,Misty’s Psyduck,Common,1.57
G2,91,Misty’s Seel,Common,0.67
G2,92,Misty’s Staryu,Common,0.89
G2,93,Sabrina’s Abra,Common,1.22
G2,94,Sabrina’s Abra,Common,1.04
G2,95,Sabrina’s Drowzee,Common,0.7
G2,96,Sabrina’s Gastly,Common,1
G2,97,Sabrina’s Gastly,Common,1.94
G2,98,Sabrina’s Porygon,Common,1
G2,99,Sabrina’s Psyduck,Common,1.66
G2,100,Blaine,Rare,2.52
G2,101,Brock’s Protection,Rare,3.29
G2,102,Chaos Gym,Rare,8.82
G2,103,Erika’s Kindness,Rare,9.15
G2,104,Giovanni,Rare,2.69
G2,105,Giovanni’s Last Resort,Rare,4.59
G2,106,Koga,Rare,2.15
G2,107,Lt. Surge’s Secret Plan,Rare,3.46
G2,108,Misty’s Wish,Rare,6.46
G2,109,Resistance Gym,Rare,3.61
G2,110,Sabrina,Rare,3.43
G2,111,Blaine’s Quiz #2,Uncommon,2.68
G2,112,Blaine’s Quiz #3,Uncommon,2.59
G2,113,Cinnabar City Gym,Uncommon,0.64
G2,114,Fuchsia City Gym,Uncommon,0.71
G2,115,Koga’s Ninja Trick,Uncommon,1.17
G2,116,Master Ball,Uncommon,2.39
G2,117,Max Revive,Uncommon,2.04
G2,118,Misty’s Tears,Uncommon,9.57
G2,119,Rocket’s Minefield Gym,Uncommon,1.44
G2,120,Rocket’s Secret Experiment,Uncommon,2.97
G2,121,Sabrina’s Psychic Control,Uncommon,1.27
G2,122,Saffron City Gym,Uncommon,0.69
G2,123,Viridian City Gym,Uncommon,0.76
G2,124,Fervor,Common,0.35
G2,125,Transparent Walls,Common,0.98
G2,126,Warp Point,Common,0.72
G2,127,Fighting Energy,,0.34
G2,128,Fire Energy,,0.38
G2,129,Grass Energy,,0.27
G2,130,Lightning Energy,,0.84
G2,131,Psychic Energy,,0.76
G2,132,Water Energy,,1.14
Wizards Black Star Promos,41,Lucky Stadium,Promo,570
Wizards Black Star Promos,27,Pikachu,Promo,6.67
Wizards Black Star Promos,29,Marill,Promo,1.64
N1,1,Ampharos,Rare Holo,19.54
N1,2,Azumarill,Rare Holo,15.91
N1,3,Bellossom,Rare Holo,14.76
N1,4,Feraligatr,Rare Holo,52.6
N1,5,Feraligatr,Rare Holo,66.81
N1,6,Heracross,Rare Holo,22.15
N1,7,Jumpluff,Rare Holo,5.11
N1,8,Kingdra,Rare Holo,9.35
N1,9,Lugia,Rare Holo,326.39
N1,10,Meganium,Rare Holo,40.69
N1,11,Meganium,Rare Holo,51.39
N1,12,Pichu,Rare Holo,51.96
N1,13,Skarmory,Rare Holo,18.63
N1,14,Slowking,Rare Holo,33.65
N1,15,Steelix,Rare Holo,25.53
N1,16,Togetic,Rare Holo,22.81
N1,17,Typhlosion,Rare Holo,142.88
N1,18,Typhlosion,Rare Holo,84.32
N1,19,Metal Energy,Rare Holo,10.15
N1,20,Cleffa,Rare,5.27
N1,21,Donphan,Rare,2.82
N1,22,Elekid,Rare,1.94
N1,23,Magby,Rare,1.44
N1,24,Murkrow,Rare,3.28
N1,25,Sneasel,Rare,4.01
N1,26,Aipom,Uncommon,1.75
N1,27,Ariados,Uncommon,0.6
N1,28,Bayleef,Uncommon,2.27
N1,29,Bayleef,Uncommon,1.87
N1,30,Clefairy,Uncommon,1.13
N1,31,Croconaw,Uncommon,1.4
N1,32,Croconaw,Uncommon,0.89
N1,33,Electabuzz,Uncommon,0.69
N1,34,Flaaffy,Uncommon,1.78
N1,35,Furret,Uncommon,1.51
N1,36,Gloom,Uncommon,1.36
N1,37,Granbull,Uncommon,0.87
N1,38,Lanturn,Uncommon,0.54
N1,39,Ledian,Uncommon,1.01
N1,40,Magmar,Uncommon,0.52
N1,41,Miltank,Uncommon,2.23
N1,42,Noctowl,Uncommon,2.5
N1,43,Phanpy,Uncommon,0.83
N1,44,Piloswine,Uncommon,1.14
N1,45,Quagsire,Uncommon,1.85
N1,46,Quilava,Uncommon,2.27
N1,47,Quilava,Uncommon,1.53
N1,48,Seadra,Uncommon,0.93
N1,49,Skiploom,Uncommon,0.47
N1,50,Sunflora,Uncommon,1.57
N1,51,Togepi,Uncommon,3.73
N1,52,Xatu,Uncommon,0.98
N1,53,Chikorita,Common,0.71
N1,54,Chikorita,Common,0.79
N1,55,Chinchou,Common,0.32
N1,56,Cyndaquil,Common,0.86
N1,57,Cyndaquil,Common,0.65
N1,58,Girafarig,Common,0.28
N1,59,Gligar,Common,0.5
N1,60,Hoothoot,Common,0.49
N1,61,Hoppip,Common,0.35
N1,62,Horsea,Common,0.37
N1,63,Ledyba,Common,0.38
N1,64,Mantine,Common,0.32
N1,65,Mareep,Common,0.48
N1,66,Marill,Common,0.44
N1,67,Natu,Common,0.54
N1,68,Oddish,Common,0.33
N1,69,Onix,Common,0.48
N1,70,Pikachu,Common,1.41
N1,71,Sentret,Common,0.92
N1,72,Shuckle,Common,0.75
N1,73,Slowpoke,Common,0.75
N1,74,Snubbull,Common,0.32
N1,75,Spinarak,Common,0.33
N1,76,Stantler,Common,0.43
N1,77,Sudowoodo,Common,0.61
N1,78,Sunkern,Common,0.46
N1,79,Swinub,Common,0.26
N1,80,Totodile,Common,0.79
N1,81,Totodile,Common,0.74
N1,82,Wooper,Common,0.51
N1,83,Arcade Game,Rare,1.45
N1,84,Ecogym,Rare,2.93
N1,85,Energy Charge,Rare,1.51
N1,86,Focus Band,Rare,8.49
N1,87,Mary,Rare,3.45
N1,88,PokéGear,Rare,2.36
N1,89,Super Energy Retrieval,Rare,3.07
N1,90,Time Capsule,Rare,0.97
N1,91,Bill’s Teleporter,Uncommon,0.36
N1,92,Card-Flip Game,Uncommon,0.48
N1,93,Gold Berry,Uncommon,2.88
N1,94,Miracle Berry,Uncommon,0.53
N1,95,New Pokédex,Uncommon,0.47
N1,96,Professor Elm,Uncommon,1.37
N1,97,Sprout Tower,Uncommon,0.78
N1,98,Super Scoop Up,Uncommon,1.05
N1,99,Berry,Common,0.26
N1,100,Double Gust,Common,0.72
N1,101,Moo-Moo Milk,Common,0.34
N1,102,Pokémon March,Common,0.24
N1,103,Super Rod,Common,0.67
N1,104,Darkness Energy,Rare,4.46
N1,105,Recycle Energy,Rare,4.24
N1,106,Fighting Energy,,0.28
N1,107,Fire Energy,,0.34
N1,108,Grass Energy,,0.21
N1,109,Lightning Energy,,0.28
N1,110,Psychic Energy,,0.36
N1,111,Water Energy,,0.26
Wizards Black Star Promos,30,Togepi,Promo,3.79
Wizards Black Star Promos,31,Cleffa,Promo,4.09
Wizards Black Star Promos,32,Smeargle,Promo,4
Wizards Black Star Promos,35,Pichu,Promo,26.67
Wizards Black Star Promos,34,Entei,Promo,5.94
Wizards Black Star Promos,36,Igglybuff,Promo,4.53
N2,1,Espeon,Rare Holo,133.94
N2,2,Forretress,Rare Holo,16.07
N2,3,Hitmontop,Rare Holo,10.6
N2,4,Houndoom,Rare Holo,33.07
N2,5,Houndour,Rare Holo,40.26
N2,6,Kabutops,Rare Holo,34.71
N2,7,Magnemite,Rare Holo,19.59
N2,8,Politoed,Rare Holo,28.56
N2,9,Poliwrath,Rare Holo,15.06
N2,10,Scizor,Rare Holo,31.78
N2,11,Smeargle,Rare Holo,31.52
N2,12,Tyranitar,Rare Holo,72.04
N2,13,Umbreon,Rare Holo,248.83
N2,14,Unown A,Rare Holo,9.73
N2,15,Ursaring,Rare Holo,27.01
N2,16,Wobbuffet,Rare Holo,18.37
N2,17,Yanma,Rare Holo,18.29
N2,18,Beedrill,Rare,4.53
N2,19,Butterfree,Rare,2.46
N2,20,Espeon,Rare,8.71
N2,21,Forretress,Rare,5.03
N2,22,Hitmontop,Rare,3.45
N2,23,Houndoom,Rare,4.28
N2,24,Houndour,Rare,6.42
N2,25,Kabutops,Rare,5.87
N2,26,Magnemite,Rare,3.85
N2,27,Politoed,Rare,6.07
N2,28,Poliwrath,Rare,3.79
N2,29,Scizor,Rare,6.18
N2,30,Smeargle,Rare,5.41
N2,31,Tyranitar,Rare,9.55
N2,32,Umbreon,Rare,39.57
Wizards Black Star Promos,33,Scizor,Promo,4.24
N2,33,Unown A,Rare,5.28
N2,34,Ursaring,Rare,5.18
N2,35,Wobbuffet,Rare,3.49
N2,36,Yanma,Rare,4.3
N2,37,Corsola,Uncommon,0.95
N2,38,Eevee,Uncommon,2.46
N2,39,Houndour,Uncommon,1.1
N2,40,Igglybuff,Uncommon,2
N2,41,Kakuna,Uncommon,0.49
N2,42,Metapod,Uncommon,0.57
N2,43,Omastar,Uncommon,0.65
N2,44,Poliwhirl,Uncommon,0.74
N2,45,Pupitar,Uncommon,0.73
N2,46,Scyther,Uncommon,0.83
N2,47,Unown D,Uncommon,0.77
N2,48,Unown F,Uncommon,0.97
N2,49,Unown M,Uncommon,0.97
N2,50,Unown N,Uncommon,0.71
N2,51,Unown U,Uncommon,0.86
N2,52,Xatu,Uncommon,0.62
N2,53,Caterpie,Common,0.28
N2,54,Dunsparce,Common,0.3
N2,55,Hoppip,Common,0.3
N2,56,Kabuto,Common,0.36
N2,57,Larvitar,Common,0.34
N2,58,Mareep,Common,0.44
N2,59,Natu,Common,0.26
N2,60,Omanyte,Common,0.33
N2,61,Pineco,Common,0.36
N2,62,Poliwag,Common,0.39
N2,63,Sentret,Common,0.38
N2,64,Spinarak,Common,0.3
N2,65,Teddiursa,Common,0.35
N2,66,Tyrogue,Common,0.38
N2,67,Unown E,Common,0.4
N2,68,Unown I,Common,0.35
N2,69,Unown O,Common,0.33
N2,70,Weedle,Common,0.38
N2,71,Wooper,Common,0.46
N2,72,Fossil Egg,Uncommon,0.97
N2,73,Hyper Devolution Spray,Uncommon,0.49
N2,74,Ruin Wall,Uncommon,0.4
N2,75,Energy Ark,Common,0.22
Wizards Black Star Promos,37,Hitmontop,Promo,2.25
SI,1,Mew,,127.21
SI,2,Pidgeot,,12.43
SI,3,Onix,,15.99
SI,4,Togepi,,48.75
SI,5,Ivysaur,,17.25
SI,6,Raticate,,8.67
SI,7,Ledyba,,17.52
SI,8,Jigglypuff,,21.5
SI,9,Butterfree,,12.62
SI,10,Tentacruel,,12.76
SI,11,Marill,,30.57
SI,12,Lapras,,23.67
SI,13,Exeggutor,,11.62
SI,14,Slowking,,40.9
SI,15,Wartortle,,23
SI,16,Lickitung,,11.82
SI,17,Vileplume,,22.96
SI,18,Primeape,,16.07
Wizards Black Star Promos,25,Flying Pikachu,Promo,29.08
Wizards Black Star Promos,26,Pikachu,Promo,25.41
Wizards Black Star Promos,28,Surfing Pikachu,Promo,9.28
Wizards Black Star Promos,38,Unown J,Promo,10.48
Wizards Black Star Promos,39,Misdreavus,Promo,1.58
N3,1,Ampharos,Rare Holo,36.63
N3,2,Blissey,Rare Holo,34.78
N3,3,Celebi,Rare Holo,66.84
N3,4,Crobat,Rare Holo,36.45
N3,5,Delibird,Rare Holo,22.27
N3,6,Entei,Rare Holo,117.91
N3,7,Ho-Oh,Rare Holo,150.38
N3,8,Houndoom,Rare Holo,299.99
N3,9,Jumpluff,Rare Holo,15.62
N3,10,Magneton,Rare Holo,18.09
N3,11,Misdreavus,Rare Holo,56.88
N3,12,Porygon2,Rare Holo,25.73
N3,13,Raikou,Rare Holo,108.05
N3,14,Suicune,Rare Holo,109.75
N3,15,Aerodactyl,Rare,4.3
N3,16,Celebi,Rare,7.01
N3,17,Entei,Rare,10.91
N3,18,Ho-Oh,Rare,10.86
N3,19,Kingdra,Rare,6.41
N3,20,Lugia,Rare,18.27
N3,21,Raichu,Rare,6.39
N3,22,Raikou,Rare,8.16
N3,23,Skarmory,Rare,4.8
N3,24,Sneasel,Rare,3.5
N3,25,Starmie,Rare,3.51
N3,26,Sudowoodo,Rare,3.87
N3,27,Suicune,Rare,11.31
N3,28,Flaaffy,Uncommon,0.87
N3,29,Golbat,Uncommon,0.7
N3,30,Graveler,Uncommon,0.61
N3,31,Jynx,Uncommon,0.89
N3,32,Lanturn,Uncommon,0.73
N3,33,Magcargo,Uncommon,1.11
N3,34,Octillery,Uncommon,0.91
N3,35,Parasect,Uncommon,1.03
N3,36,Piloswine,Uncommon,0.76
N3,37,Seaking,Uncommon,0.73
N3,38,Stantler,Uncommon,0.93
N3,39,Unown B,Uncommon,0.91
N3,40,Unown Y,Uncommon,0.89
N3,41,Aipom,Common,0.46
N3,42,Chinchou,Common,0.36
N3,43,Farfetch’d,Common,0.41
N3,44,Geodude,Common,0.49
N3,45,Goldeen,Common,0.42
N3,46,Murkrow,Common,0.5
N3,47,Paras,Common,0.46
N3,48,Quagsire,Common,0.67
N3,49,Qwilfish,Common,0.45
N3,50,Remoraid,Common,0.34
N3,51,Shuckle,Common,0.67
N3,52,Skiploom,Common,0.47
N3,53,Slugma,Common,0.37
N3,54,Smoochum,Common,1.14
N3,55,Snubbull,Common,0.38
N3,56,Staryu,Common,0.4
N3,57,Swinub,Common,0.4
N3,58,Unown K,Common,0.4
N3,59,Zubat,Common,0.38
N3,60,Balloon Berry,Uncommon,0.54
N3,61,Healing Field,Uncommon,0.73
N3,62,Pokémon Breeder Fields,Uncommon,0.53
N3,63,Rocket’s Hideout,Uncommon,0.92
N3,64,Old Rod,Common,0.28
N3,65,Shining Gyarados,Rare Shining,502.99
N3,66,Shining Magikarp,Rare Shining,243.49
Wizards Black Star Promos,40,Pokémon Center,Promo,199.99
Wizards Black Star Promos,42,Pokémon Tower,Promo,15.48
Wizards Black Star Promos,43,Machamp,Promo,14.48
N4,1,Dark Ampharos,Rare Holo,55.24
N4,2,Dark Crobat,Rare Holo,53.78
N4,3,Dark Donphan,Rare Holo,34.5
N4,4,Dark Espeon,Rare Holo,179.73
N4,5,Dark Feraligatr,Rare Holo,79.15
N4,6,Dark Gengar,Rare Holo,140
N4,7,Dark Houndoom,Rare Holo,72.59
N4,8,Dark Porygon2,Rare Holo,63.98
N4,9,Dark Scizor,Rare Holo,78.06
N4,10,Dark Typhlosion,Rare Holo,38.36
N4,11,Dark Tyranitar,Rare Holo,121.62
N4,12,Light Arcanine,Rare Holo,133.97
N4,13,Light Azumarill,Rare Holo,11.88
N4,14,Light Dragonite,Rare Holo,171.34
N4,15,Light Togetic,Rare Holo,59
N4,16,Miracle Energy,Rare Holo,24.72
N4,17,Dark Ariados,Rare,4.8
N4,18,Dark Magcargo,Rare,1.97
N4,19,Dark Omastar,Rare,7.59
N4,20,Dark Slowking,Rare,11.24
N4,21,Dark Ursaring,Rare,6.8
N4,22,Light Dragonair,Rare,17.05
N4,23,Light Lanturn,Rare,3.15
N4,24,Light Ledian,Rare,4.63
N4,25,Light Machamp,Rare,3.99
N4,26,Light Piloswine,Rare,6.11
N4,27,Unown G,Rare,9.15
N4,28,Unown H,Rare,10.99
N4,29,Unown W,Rare,6.61
N4,30,Unown X,Rare,13.58
N4,31,Chansey,Uncommon,5.16
N4,32,Dark Croconaw,Uncommon,3.08
N4,33,Dark Exeggutor,Uncommon,2.67
N4,34,Dark Flaaffy,Uncommon,2.61
N4,35,Dark Forretress,Uncommon,2.54
N4,36,Dark Haunter,Uncommon,3.89
N4,37,Dark Omanyte,Uncommon,2.46
N4,38,Dark Pupitar,Uncommon,2.54
N4,39,Dark Quilava,Uncommon,1.41
N4,40,Dark Wigglytuff,Uncommon,3.61
N4,41,Heracross,Uncommon,4.09
N4,42,Hitmonlee,Uncommon,1.82
N4,43,Houndour,Uncommon,2.15
N4,44,Jigglypuff,Uncommon,4.8
N4,45,Light Dewgong,Uncommon,1.28
N4,46,Light Flareon,Uncommon,13.03
N4,47,Light Golduck,Uncommon,2.11
N4,48,Light Jolteon,Uncommon,25.15
N4,49,Light Machoke,Uncommon,1.55
N4,50,Light Ninetales,Uncommon,8.15
N4,51,Light Slowbro,Uncommon,5.74
N4,52,Light Vaporeon,Uncommon,11.31
N4,53,Light Venomoth,Uncommon,2.54
N4,54,Light Wigglytuff,Uncommon,3.36
N4,55,Scyther,Uncommon,3.39
N4,56,Togepi,Uncommon,6.36
N4,57,Unown C,Uncommon,3.63
N4,58,Unown P,Uncommon,2.22
N4,59,Unown Q,Uncommon,4.17
N4,60,Unown Z,Uncommon,3.43
N4,61,Cyndaquil,Common,1.13
N4,62,Dark Octillery,Common,0.78
N4,63,Dratini,Common,1.41
N4,64,Exeggcute,Common,0.61
N4,65,Gastly,Common,1.01
N4,66,Girafarig,Common,0.87
N4,67,Gligar,Common,0.34
N4,68,Growlithe,Common,0.96
N4,69,Hitmonchan,Common,0.8
N4,70,Larvitar,Common,0.93
N4,71,Ledyba,Common,0.57
N4,72,Light Sunflora,Common,0.53
N4,73,Machop,Common,0.44
N4,74,Mantine,Common,0.76
N4,75,Mareep,Common,0.87
N4,76,Phanpy,Common,0.79
N4,77,Pineco,Common,0.55
N4,78,Porygon,Common,0.7
N4,79,Psyduck,Common,1.74
N4,80,Remoraid,Common,0.47
N4,81,Seel,Common,0.35
N4,82,Slugma,Common,0.49
N4,83,Sunkern,Common,0.49
N4,84,Swinub,Common,0.68
N4,85,Totodile,Common,1.26
N4,86,Unown L,Common,0.54
N4,87,Unown S,Common,0.62
N4,88,Unown T,Common,0.49
N4,89,Unown V,Common,0.83
N4,90,Venonat,Common,0.49
N4,91,Vulpix,Common,1.09
N4,92,Broken Ground Gym,Rare,7.13
N4,93,EXP.ALL,Rare,5.01
N4,94,Impostor Professor Oak’s Invention,Rare,3.24
N4,95,Radio Tower,Rare,5.94
N4,96,Thought Wave Machine,Rare,4.5
N4,97,Counterattack Claws,Uncommon,1.01
N4,98,Energy Amplifier,Uncommon,1.12
N4,99,Energy Stadium,Uncommon,1.34
N4,100,Lucky Stadium,Uncommon,2.36
N4,101,Magnifier,Uncommon,1.36
N4,102,Pokémon Personality Test,Uncommon,3.8
N4,103,Team Rocket’s Evil Deeds,Uncommon,3.25
N4,104,Heal Powder,Common,0.37
N4,105,Mail from Bill,Common,0.36
N4,106,Shining Celebi,Rare Shining,264.49
N4,107,Shining Charizard,Rare Shining,794.57
N4,108,Shining Kabutops,Rare Shining,220
N4,109,Shining Mewtwo,Rare Shining,382.67
N4,110,Shining Noctowl,Rare Shining,178.15
N4,111,Shining Raichu,Rare Shining,296.04
N4,112,Shining Steelix,Rare Shining,143.75
N4,113,Shining Tyranitar,Rare Shining,229.29
Wizards Black Star Promos,44,Magmar,Promo,8.9
Wizards Black Star Promos,45,Scyther,Promo,14.61
Wizards Black Star Promos,46,Electabuzz,Promo,11.63
LC,1,Alakazam,Rare Holo,32.18
LC,2,Articuno,Rare Holo,39.81
LC,3,Charizard,Rare Holo,357.42
LC,4,Dark Blastoise,Rare Holo,86.33
LC,5,Dark Dragonite,Rare Holo,82.49
LC,6,Dark Persian,Rare Holo,35.24
LC,7,Dark Raichu,Rare Holo,42.79
LC,8,Dark Slowbro,Rare Holo,33.97
LC,9,Dark Vaporeon,Rare Holo,120.4
LC,10,Flareon,Rare Holo,51.61
LC,11,Gengar,Rare Holo,46.9
LC,12,Gyarados,Rare Holo,45
LC,13,Hitmonlee,Rare Holo,26.33
LC,14,Jolteon,Rare Holo,51.65
LC,15,Machamp,Rare Holo,29.02
LC,16,Muk,Rare Holo,16.79
LC,17,Ninetales,Rare Holo,30.06
LC,18,Venusaur,Rare Holo,99.99
LC,19,Zapdos,Rare Holo,40.22
LC,20,Beedrill,Rare,2.68
LC,21,Butterfree,Rare,3.76
LC,22,Electrode,Rare,2.46
LC,23,Exeggutor,Rare,2.94
LC,24,Golem,Rare,2.39
LC,25,Hypno,Rare,3.35
LC,26,Jynx,Rare,3.6
LC,27,Kabutops,Rare,4.79
LC,28,Magneton,Rare,2.46
LC,29,Mewtwo,Rare,25.37
LC,30,Moltres,Rare,8.31
LC,31,Nidoking,Rare,7.13
LC,32,Nidoqueen,Rare,4.66
LC,33,Pidgeot,Rare,5.24
LC,34,Pidgeotto,Rare,5.19
LC,35,Rhydon,Rare,3.86
LC,36,Arcanine,Uncommon,2.88
LC,37,Charmeleon,Uncommon,1.26
LC,38,Dark Dragonair,Uncommon,2.27
LC,39,Dark Wartortle,Uncommon,1.25
LC,40,Dewgong,Uncommon,1.49
LC,41,Dodrio,Uncommon,1.49
LC,42,Fearow,Uncommon,1.42
LC,43,Golduck,Uncommon,1.38
LC,44,Graveler,Uncommon,1.19
LC,45,Growlithe,Uncommon,2.27
LC,46,Haunter,Uncommon,2.98
LC,47,Ivysaur,Uncommon,3.81
LC,48,Kabuto,Uncommon,1.41
LC,49,Kadabra,Uncommon,3.6
LC,50,Kakuna,Uncommon,1.18
LC,51,Machoke,Uncommon,1.38
LC,52,Magikarp,Uncommon,2.48
LC,53,Meowth,Uncommon,0.82
LC,54,Metapod,Uncommon,1.46
LC,55,Nidorina,Uncommon,1.18
LC,56,Nidorino,Uncommon,1.35
LC,57,Omanyte,Uncommon,1.2
LC,58,Omastar,Uncommon,1.54
LC,59,Primeape,Uncommon,0.92
LC,60,Rapidash,Uncommon,0.79
LC,61,Raticate,Uncommon,1.45
LC,62,Sandslash,Uncommon,1.06
LC,63,Seadra,Uncommon,1.49
LC,64,Snorlax,Uncommon,8.46
LC,65,Tauros,Uncommon,-1
LC,66,Tentacruel,Uncommon,-1
LC,67,Abra,Common,-1
LC,68,Bulbasaur,Common,-1
LC,69,Caterpie,Common,-1
LC,70,Charmander,Common,-1
LC,71,Doduo,Common,-1
LC,72,Dratini,Common,-1
LC,73,Drowzee,Common,-1
LC,74,Eevee,Common,-1
LC,75,Exeggcute,Common,-1
LC,76,Gastly,Common,-1
LC,77,Geodude,Common,-1
LC,78,Grimer,Common,-1
LC,79,Machop,Common,-1
LC,80,Magnemite,Common,-1
LC,81,Mankey,Common,-1
LC,82,Nidoran Female,Common,-1
LC,83,Nidoran Male,Common,-1
LC,84,Onix,Common,-1
LC,85,Pidgey,Common,-1
LC,86,Pikachu,Common,-1
LC,87,Ponyta,Common,-1
LC,88,Psyduck,Common,-1
LC,89,Rattata,Common,-1
LC,90,Rhyhorn,Common,-1
LC,91,Sandshrew,Common,-1
LC,92,Seel,Common,-1
LC,93,Slowpoke,Common,-1
LC,94,Spearow,Common,-1
LC,95,Squirtle,Common,-1
LC,96,Tentacool,Common,-1
LC,97,Voltorb,Common,-1
LC,98,Vulpix,Common,-1
LC,99,Weedle,Common,-1
LC,100,Full Heal Energy,Uncommon,-1
LC,101,Potion Energy,Uncommon,-1
LC,102,Pokémon Breeder,Rare,-1
LC,103,Pokémon Trader,Rare,-1
LC,104,Scoop Up,Rare,-1
LC,105,The Boss’s Way,Uncommon,-1
LC,106,Challenge!,Uncommon,-1
LC,107,Energy Retrieval,Uncommon,-1
LC,108,Bill,Common,-1
LC,109,Mysterious Fossil,Common,-1
LC,110,Potion,Common,-1
Wizards Black Star Promos,47,Mew,Promo,51.12
Wizards Black Star Promos,48,Articuno,Promo,31.71
Wizards Black Star Promos,49,Snorlax,Promo,57.15
EX,1,Alakazam,Rare Holo,42.32
EX,2,Ampharos,Rare Holo,23.95
EX,3,Arbok,Rare Holo,9.99
EX,4,Blastoise,Rare Holo,116.64
EX,5,Butterfree,Rare Holo,25.17
EX,6,Charizard,Rare Holo,244.32
EX,7,Clefable,Rare Holo,20.78
EX,8,Cloyster,Rare Holo,20.79
EX,9,Dragonite,Rare Holo,90
EX,10,Dugtrio,Rare Holo,10.02
EX,11,Fearow,Rare Holo,15.76
EX,12,Feraligatr,Rare Holo,33
EX,13,Gengar,Rare Holo,99.97
EX,14,Golem,Rare Holo,16.3
EX,15,Kingler,Rare Holo,20.49
EX,16,Machamp,Rare Holo,30
EX,17,Magby,Rare Holo,16.54
EX,18,Meganium,Rare Holo,39.97
EX,19,Mew,Rare Holo,95.8
EX,20,Mewtwo,Rare Holo,97.37
EX,21,Ninetales,Rare Holo,22.96
EX,22,Pichu,Rare Holo,19.2
EX,23,Pidgeot,Rare Holo,42.98
EX,24,Poliwrath,Rare Holo,17.71
EX,25,Raichu,Rare Holo,28.67
EX,26,Rapidash,Rare Holo,13
EX,27,Skarmory,Rare Holo,10.06
EX,28,Typhlosion,Rare Holo,27.49
EX,29,Tyranitar,Rare Holo,143.77
EX,30,Venusaur,Rare Holo,46.52
EX,31,Vileplume,Rare Holo,11.15
EX,32,Weezing,Rare Holo,22.43
EX,33,Alakazam,Rare,3.56
EX,34,Ampharos,Rare,7.17
EX,35,Arbok,Rare,3.6
EX,36,Blastoise,Rare,25.43
EX,37,Blastoise,Rare,24.09
EX,38,Butterfree,Rare,5.04
EX,39,Charizard,Rare,102.23
EX,40,Charizard,Rare,63.43
EX,41,Clefable,Rare,1.82
EX,42,Cloyster,Rare,4.73
EX,43,Dragonite,Rare,29.81
EX,44,Dugtrio,Rare,3.03
EX,45,Fearow,Rare,3.12
EX,46,Feraligatr,Rare,7.32
EX,47,Feraligatr,Rare,12.64
EX,48,Gengar,Rare,31.62
EX,49,Golem,Rare,4.26
EX,50,Kingler,Rare,4.8
EX,51,Machamp,Rare,2.86
EX,52,Magby,Rare,4.54
EX,53,Meganium,Rare,6.12
EX,54,Meganium,Rare,5.45
EX,55,Mew,Rare,26.45
EX,56,Mewtwo,Rare,24.31
EX,57,Ninetales,Rare,5.09
EX,58,Pichu,Rare,9.18
EX,59,Pidgeot,Rare,6.11
EX,60,Poliwrath,Rare,6.65
EX,61,Raichu,Rare,3.95
EX,62,Rapidash,Rare,3.49
EX,63,Skarmory,Rare,4.38
EX,64,Typhlosion,Rare,11.47
EX,65,Typhlosion,Rare,9.74
EX,66,Tyranitar,Rare,15.02
EX,67,Venusaur,Rare,17.04
EX,68,Venusaur,Rare,10.17
EX,69,Vileplume,Rare,1.7
EX,70,Weezing,Rare,1.61
EX,71,Bayleef,Uncommon,3.4
EX,72,Chansey,Uncommon,1.09
EX,73,Charmeleon,Uncommon,8.69
EX,74,Croconaw,Uncommon,3.14
